"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Gram stain"
5700,26-3St2b,"DSM 18015, CCUG 52548",1,"Chryseobacterium pallidum",negative
5706,3A10,"DSM 21579, LMG 24685, NBRC 104928",1,"Chryseobacterium palustre",negative
5704,VQ-6316s,"DSM 21068, CECT 7357",1,"Chryseobacterium piscicola",negative
23024,,"CCUG 51923, CIP 109277, DSM 25207, CCUG 5192, LMG 23089",0,"Chryseobacterium piscium",negative
140591,Ra1,"AB 2015431, KCTC 52230",1,"Chryseobacterium reticulitermitis",negative
133832,CJ16,"KACC 16560, JCM 18078",1,"Chryseobacterium rigui",negative
158684,JC490,"KCTC 52835, LMG 30048",1,"Chryseobacterium salipaludis",negative
5678,GUM-Kaji,"CCUG 55591, CIP 14047, DSM 17126, NCIMB 14047, BAMY 1001",1,"Chryseobacterium shigense",negative
5683,PSD1-4,"DSM 17072, KCTC 12382, NBRC 100864, CCUG 52904, CIP 109194",1,"Chryseobacterium soldanellicola",negative
5703,JS6-6,"DSM 19298, KACC 12502",1,"Chryseobacterium soli",negative
5707,1YB-R12,"DSM 22468, CCUG 55604, DSM 1183",1,"Chryseobacterium solincola",negative
5669,PHA3-4,"CCUG 52900, DSM 17071, KCTC 12381, NBRC 100863",1,"Chryseobacterium taeanense",negative
5680,CC-TWGS1-8,"DSM 17453, CCUG 50001, CIP 108519",1,"Chryseobacterium taichungense",negative
133828,THMBM1,"CGMCC 1.10941, NBRC 108747",1,"Chryseobacterium taihuense",negative
134196,Soil-3-27,"BCRC 17412, IAM 15317, LMG 23355",1,"Chryseobacterium taiwanense",negative
133475,X-65,"CCTCC AB 208154, NRRL B-51322, CCUG 68730, NCTC 13490",1,"Chryseobacterium taklimakanense",negative
5509,EP105,"DSM 16811, NCIMB 14026",1,"Chryseobacterium tenax",negative
5708,"IMMIB L-1519","DSM 22251, CCUG 57657, CIP 110413",1,"Chryseobacterium treverense",negative
5701,F-Fue-04IIIaaaa,"DSM 18017, CCUG 52546, CIP 110146",1,"Chryseobacterium ureilyticum",negative
133652,GIMN1.005,"CCTCC M209230, NRRL B-59550",1,"Chryseobacterium vietnamense",negative
133773,687B-08,"CECT 7793, CCUG 60103",1,"Chryseobacterium viscerum",negative
23023,,"DSM 25206, CCUG 50970, LMG 22846, CIP 108934",1,"Chryseobacterium vrystaatense",negative
5682,"R2A 10-2","DSM 17724, KACC 11468",1,"Chryseobacterium wanjuense",negative
7506,CW1,"DSM 23889, JCM 14730, KCTC 13142",1,"Chryseoglobus frigidaquae",positive
159842,SDU1-6,"CGMCC 1.13492, JCM 32520",1,"Chryseolinea flava",negative
24794,RYG,"DSM 24574, ATCC BAA 2075",1,"Chryseolinea serpens",negative
23198,JC16,"DSM 23442, NBRC 105215",1,"Chryseomicrobium amylolyticum",positive
141028,THG-T1.18,"KACC 18929, CCTCC AB 2016179",1,"Chryseomicrobium deserti",positive
159857,ET03,"KCTC 33943, LMG 30119, JCM 32415",1,"Chryseomicrobium excrementi",positive
140621,PU1,"NBRC 106750, KCTC 13722, JCM 16712, CCUG 59101",1,"Chryseomicrobium palamuruense",positive
24814,Ellin428,"DSM 22515",1,"Chthoniobacter flavus",negative
133409,ED7,"JCM 30603, KCTC 42450",1,"Chthonobacter albigriseus",negative
17843,T49,"DSM 23976, ICMP 18418",1,"Chthonomonas calidirosea",negative
133670,9163,"KCTC 13729, CCUG 59778",1,"Chungangia koreensis",positive
158347,A.slu09,"DSM 104151, KACC 19080, LMG 29962",1,"Ciceribacter azotifigens",negative
24486,MSSRFBL1,"DSM 25528, KCTC 32403",1,"Ciceribacter lividus",negative
158569,F43b,"CCTCC AB 2016062, KCTC 52231",1,"Ciceribacter thiooxidans",negative
7632,,"CCUG 51943, CCTCC AA 203008, DSM 15665, CCTCC AA 20308, KCTC 19012, YIM 70010",1,"Citricoccus alkalitolerans",positive
7633,02-Je-010,"DSM 22055, CCM 7609, CCUG 57388",1,"Citricoccus parietis",positive
7634,FS24,"DSM 23847, CGMCC 1.7064, JCM 15136",1,"Citricoccus zhacaiensis",positive
133060,97/79,"DSM 103031, CIP 106467",1,"Citrobacter europaeus",negative
140426,A60,"DSM 104542, CECT 9236",1,"Citrobacter portucalensis",negative
133135,,"PF008, KACC 18448, LMG 29047",1,"Clavibacter capsici",positive
17783,158,"DSM 19522, JCM 14828",1,"Cloacibacillus evryensis",negative
23440,CL-84,"DSM 25858, CCUG 62631, KCTC 15364",1,"Cloacibacillus porcorum",negative
5504,,"DSM 15886, ATCC BAA 825, CCUG 46293, CIP 108613, NRS 1",1,"Cloacibacterium normanense",negative
133580,R2A-16,"CGMCC 1.7656, NBRC 104931",1,"Cloacibacterium rupense",negative
2869,37HS60,"DSM 22131, CCUG 53849, JCM 14354",1,"Clostridiisalibacter paucivorans",positive
2833,"JW/4JL B3","DSM 17425, ATCC BAA 1220",1,"Clostridium aciditolerans",positive
2846,HY-45-18,"DSM 19521, IMSNU 40129, JCM 13194, KCTC 5147",1,"Clostridium aestuarii",negative
2850,SW408,"DSM 21864, AS 1.5069, CGMCC 1.5069, JCM 14823, KCTC 15216",1,"Clostridium amylolyticum",positive
159644,YB-7,"DSM 110900, CICC 24109, KCTC 15555",1,"Clostridium beihaiense",positive
159739,BXX,"JCM 32382, CGMCC 1.5228",1,"Clostridium bovifaecis",positive
2817,P7,"DSM 15243, ATCC BAA 624, KCTC 15178",1,"Clostridium carboxidivorans",positive
2855,BL-28,"DSM 21758, KCTC 15122, NRRL B-51352",1,"Clostridium cavendishii",positive
2568,743B,"DSM 3052, ATCC 35296, OCM 3",1,"Clostridium cellulovorans",negative
159814,YH-tan31,"KCTC 15630, JCM 32793",1,"Clostridium composti",positive
2836,SL1,"DSM 12750, ATCC BAA 623",1,"Clostridium drakei",negative
2842,HY-42-06,"DSM 18771, IMSNU 40127, JCM 13193, KCTC 5146",1,"Clostridium ganghwense",negative
133372,,"ZGM211, CICC 24070, BCRC 80950",1,"Clostridium guangxiense",positive
2856,BL-20,"DSM 21757, NRRL B-51348",1,"Clostridium hydrogeniformans",positive
132388,BEY10,"DSM 100320, ACCC 00785",1,"Clostridium liquoris",positive
2831,R1,"DSM 17049, CCUG 50446",1,"Clostridium lundense",positive
5434,"2055, VPI 0142B","DSM 3984, ATCC 25546, CCUG 28088, JCM 9990",1,"Clostridium moniliforme",positive
159785,"LCDC 99A005","ATCC BAA 265, CCUG 46077, St. Boniface Hospital 30686",1,"Clostridium neonatale",positive
2847,,"DSM 21057, JCM 14030, MTCC 7832",1,"Clostridium nitrophenolicum",positive
158307,MJC39,"DSM 103944, JCM 31506",1,"Clostridium pabulibutyricum",variable
2841,ISDg,"DSM 18823, ATCC 700394",1,"Clostridium phytofermentans",negative
2832,AP15,"DSM 17394, JCM 13289",1,"Clostridium schirmacherense",positive
2852,SGB2,"DSM 18982, ATCC BAA–1538",1,"Clostridium sulfidigenes",positive
2851,A121,"DSM 17763, KCTC 15160, VKM B-2369",1,"Clostridium tagluense",positive
140317,"NRRL B-65463","DSM 104389, NRRL B-65463, IEH 97212",1,"Clostridium tepidum",positive
132376,XA,"DSM 29843, CGMCC 1.15041",1,"Cnuibacter physcomitrellae",positive
133779,,"NRIC 0815, CCUG 49560, KMM 1561",1,"Cobetia amphilecti",negative
133504,JO1,"KCTC 22486, JCM 15644",1,"Cobetia crustatorum",negative
133778,,"KMM 3880, NRIC 0814, CCUG 49563",1,"Cobetia litoralis",negative
133777,,"NRIC 0813, CCUG 49562, KMM 3879",1,"Cobetia pacifica",negative
17918,Sh2,"DSM 24830, JCM 16494, KMM 3898, NRIC 0757",1,"Cocleimonas flava",negative
133286,,"Braz8, LMG 29552, CIP 111088",1,"Coetzeea brasiliensis",negative
24507,,"DSM 28223, CCUG 60021, GSW-6, GSW-M6, KCTC 23347",1,"Cognatishimia maritima",negative
17664,CL-GR15,"DSM 18289, KCCM 42319",1,"Cohaesibacter gelatinilyticus",negative
134000,JC131,"KCTC 32038, NBRC 109022",1,"Cohaesibacter haloalkalitolerans",negative
133627,,"CGMCC 1.9157, NCCB 100300, DQHS 21",1,"Cohaesibacter marisflavi",negative
158570,Pch-40,"KACC 19279, JCM 32033",1,"Cohnella algarum",positive
23174,"NRRL B-59459","DSM 26756, CCTCC AB 2010228",1,"Cohnella arctica",negative
11457,,"DSM 26488, FCN3-3, KCTC 13645, PCU 32, TISTR 1996",1,"Cohnella cellulosilytica",positive
11450,YT-1101,"DSM 21753, NBRC 104957",1,"Cohnella fontinalis",negative
133908,CC-Alfalfa-35,"JCM 18405, BCRC 80428",1,"Cohnella formosensis",positive
11445,GR21-5,"DSM 18997, KACC 11771",1,"Cohnella ginsengisoli",positive
158415,20.16T,"DSM 104983, VKM B-2846",1,"Cohnella kolymensis",positive
11448,RI-39,"DSM 21336, CCUG 52217, KCCM 10653P, KCTC 3987",1,"Cohnella laeviribosi",positive
133071,KSS-154-50,"DSM 103658, CCM 8707, LMG 29763",1,"Cohnella lubricantis",positive
11451,HY-22R,"DSM 24270, CCTCC AB 208254, NRRL B-59213",1,"Cohnella luojiensis",positive
134011,RLAHU4B,"LMG 27416, CECT 8236",1,"Cohnella lupini",variable
11447,GSPC1,"DSM 19269, LMG 24086",1,"Cohnella phaseoli",positive
141089,CJ22,"KACC 17501, JCM 19227",1,"Cohnella saccharovorans",positive
133583,MX21-2,"KCTC 22295, PCU 310, TISTR 1892",1,"Cohnella terrae",positive
11452,S1-3,"DSM 25241, KCTC 22296, PCU 306, TISTR 1890",1,"Cohnella thailandensis",positive
11442,,"DSM 17683, CCUG 47242, CIP 108492",1,"Cohnella thermotolerans",positive
11453,,"DSM 25239, KCTC 22294, MX15-2, PCU 309, TISTR 1891",1,"Cohnella xylanilytica",positive
11446,5YN10-14,"DSM 18998, KACC 11768",1,"Cohnella yongneupensis",positive
158408,C3-17,"DSM 104040, KACC 19055",1,"Collimonas antrihumi",negative
11308,,"CCUG 48868, DSM 17622, LMG 21973, NCCB 100033, TER Ter6",1,"Collimonas fungivorans",negative
3050,,"DSM 22478, JCM 16071, YIT 12063",1,"Collinsella tanakaei",positive
2877,,"DSM 17314, KCTC 12480, SMK 10",1,"Colwellia aestuarii",negative
133568,,"KCCM 90077, JCM 15608, KMD 002",1,"Colwellia asteriadis",negative
158534,NB097-1,"MCCC 1A11668, KCTC 52554",1,"Colwellia beringensis",negative
2879,BCw111,"DSM 22576, CGMCC 1.9127, LMG 25329",1,"Colwellia chukchiensis",negative
158694,A3,"LMG 30125, NCIMB 15095",1,"Colwellia echini",negative
133405,MTCD1,"ATCC TSD-5, JCM 30270",1,"Colwellia marinimaniae",negative
133324,,"RA2-7, KCTC 52417, NBRC 112381",1,"Colwellia mytili",negative
133697,Y223G,"JCM 11831, ATCC BAA 637",1,"Colwellia piezophila",negative
134336,537,"CGMCC 1.6132, JCM 13952",1,"Colwellia polaris",negative
140622,YSM-23,"KCTC 52213, NBRC 111994",1,"Colwellia sediminilitoris",negative
2928,,"DSM 9155, ATCC 11330, CCUG 17395, LMG 2370",1,"Comamonas aquatica",negative
158653,SB30-Chr27-3,"CIP 111491, CCM 8815, DSM 106034",1,"Comamonas aquatilis",negative
2937,YY287,"DSM 21721, BCRC 17659, LMG 24008",1,"Comamonas composti",negative
2932,123,"CCUG 44425, KCTC 12931, CCM 7155, DSM 17887, ATCC 700936",1,"Comamonas denitrificans",negative
132144,,"DSM 103041, CCTCC AB 2011133, KACC 16241, CY 01",1,"Comamonas guangdongensis",negative
130254,YW1,"DSM 100319, CCTCC AB 2012033, KACC 16697",1,"Comamonas jiangduensis",negative
2930,AFG1,"CIP 107987, DSM 16026, CCUG 15333, LMG 3475",1,"Comamonas kerstersii",negative
2936,"Dant 3-8","DSM 22023, BCRC 17576, LMG 23579",1,"Comamonas odontotermitis",negative
132361,WYH22-41,"DSM 26017, CGMCC 1.12294",1,"Comamonas phosphati",negative
140915,,"KACC 18403, JCM 30718, CN 1",1,"Comamonas piscis",negative
140817,S3,"KEMB 563-466, JCM 31169",1,"Comamonas sediminis",negative
2927,,"DSM 7099, ATCC 8461, CCUG 15327, CIP 63.44, LMG 5929, NCIB 8193, NCTC 1937, NRRL B-1055",1,"Comamonas terrigena",negative
2938,BF-3,"DSM 22523, CCTCC AB 209170",1,"Comamonas zonglianii",negative
140616,BS27,"KACC 18745, JCM 17664",1,"Compostibacter hankyongensis",negative
7514,,"DSM 25625, KACC 13354, NBRC 106304, SMC 46",1,"Compostimonas suwonensis",positive
140370,YC2-25,"DSM 103719, KCTC 39840",0,"Conexibacter stalactiti",positive
140749,XJNY,"KCTC 52638, MCCC 1H00183",1,"Confluentibacter citreus",negative
140916,,"KCTC 42777, NBRC 111588, HJM 3",1,"Confluentibacter lentus",negative
17910,KT71,"DSM 17192, CECT 7588, NBRC 104960",1,"Congregibacter litoralis",negative
158349,"7.4, HIM 794-7","DSM 105479, CCUG 24852",1,"Conservatibacter flavescens",negative
140750,,"KCTC 22549, CMPUJ U369, USBA 369",1,"Consotaella salsifontis",negative
140951,ZD5-4,"JCM 30076, CGMCC 1.12813",1,"Conyzicola nivalis",positive
24338,NSB1,"DSM 26242, 123, VKM B-2743, JCM 33896",1,"Coprobacter fastidiosus",negative
17651,04OKA010-24,"DSM 45221, IAM 15411, JCM 23193, KCTC 12865, MBIC 06463",1,"Coraliomargarita akajimensis",negative
133672,,"JCM 17525, KCTC 23026, KMM 6217",1,"Corallibacter vietnamensis",negative
133871,KTSW-6,"BCRC 80176, LMG 25553",1,"Corallomonas stylophorae",negative
140818,16B10-2-7,"CFCC 12884, KCTC 42249",1,"Corticibacterium populi",negative
133399,26D10-3-4,"CFCC 12725, KCTC 33575",1,"Corticicoccus populi",positive
3167,,"DSM 44280, ATCC 51403, CCUG 32103, CIP 103499, LCDC 88199",1,"Corynebacterium afermentans",positive
3169,"T 18502","DSM 44282, ATCC 51404, CCUG 32105, CIP 103500",1,"Corynebacterium afermentans subsp. lipophilum",positive
3198,"IMMIB R-3491","DSM 44531, JCM 11765, NRRL B-24151, CCUG 48298",1,"Corynebacterium appendicis",positive
3211,S613,"DSM 44791, CCUG 46511, CECT 5993, CIP 108096",1,"Corynebacterium aquilae",positive
3161,"IBS B10697","DSM 44202, CIP 104296, CCUG 34893",1,"Corynebacterium argentoratense",positive
3213,R2070,"DSM 44849, CCUG 45804, CIP 107431, JCM 12368",1,"Corynebacterium atypicum",positive
3199,"IMMIB D-1488","DSM 44532, CCUG 47449, CIP 107897, JCM 11766, NRRL B-24143",1,"Corynebacterium aurimucosum",positive
3202,,"DSM 44610, CCUG 39412, CECT 4897, CRS-51",1,"Corynebacterium camporealensis",positive
3239,1170,"DSM 45402, CCUG 58627, JCM 19113",1,"Corynebacterium canis",positive
3203,,"DSM 44611, CCUG 39779, CIP 106739, S108/98/2, JCM 12101",1,"Corynebacterium capitovis",positive
3207,,"CCUG 57201, CIP 107182, DSM 44701, DPC 5298, LMG S-19264, NCIMB 30130",1,"Corynebacterium casei",positive
3214,M106/00/5,"DSM 44850, CCUG 44566, CIP 107965, JCM 13387",1,"Corynebacterium caspium",positive
3216,"BIST 13, BS 13","DSM 44920, CCUG 47525, CECT 5779, CIP 108588, JCM 13388",1,"Corynebacterium ciconiae",positive
3183,,"JCM 12102, DSM 44384, CCUG 38267, DMMZ 2439",1,"Corynebacterium confusum",positive
3159,,"CCUG 38194, LMG 19044, CIP 104919, JCM 10381, DSM 44184, CCUG 35014, DMMZ 214",1,"Corynebacterium coyleae",positive
131684,JZ16,"DSM 100882, CCUG 69192, LMG 29813",1,"Corynebacterium crudilactis",positive
3235,,"DSM 45436, CCUG 57284, KCTC 19568, JCM 17317, CAU 212",1,"Corynebacterium doosanense",positive
3181,,"IFO 16161, LMG 19045, CIP 105490, CCM 4727, DSM 45333, CCUG 37331, DSM 44351",1,"Corynebacterium durum",positive
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246",1,"Corynebacterium efficiens",positive
3243,410,"DSM 45586, CCUG 60915, LMG 26322",1,"Corynebacterium epidermidicanis",positive
132560,,"DSM 45971, CCTCC AB 2013226, YIM 101506",1,"Corynebacterium faecale",positive
3180,"BL 8171","DSM 44353, CCUG 33651, LMG 19046, CCM 4913, CIP 105466",1,"Corynebacterium falsenii",positive
3192,M714/95/5,"DSM 44508, CCUG 39943, CIP 106740, ATCC BAA 468, JCM 12103",1,"Corynebacterium felinum",positive
23876,ST18,"DSM 45800, CCUG 63371, CIP 110785",1,"Corynebacterium frankenforstense",positive
3190,6695110,"CCUG 45704, CIP 106767, JCM 45704, DSM 44506",1,"Corynebacterium freneyi",positive
3196,"IMMIB R-5091","DSM 44530, CIP 107989, NRRL B-24142, CCUG 48297, JCM 12208",1,"Corynebacterium glaucum",positive
158588,,"MCC 3388, KCTC 39803, LMG 29598, PRD 07",1,"Corynebacterium gottingense",positive
139735,99221/2016,"DSM 103494, CIP 111599, JCM 31931",1,"Corynebacterium gottingense",positive
140638,S01,"KCTC 39608, CCTCC AB 2015423, GDMCC 1.1022, DSM 107476",1,"Corynebacterium guangdongense",positive
158398,NBT06-6,"DSM 105365, MCCC 1K03347",1,"Corynebacterium gottingense",positive
3209,,"CCUG 54529, DSM 44683, CCTCC AA 001024, CIP 108972, JCM 12676, YIM 70093",1,"Corynebacterium halotolerans",positive
3227,C-138,"JCM 15293, DSM 45109, CCUG 53252, CIP 108444",1,"Corynebacterium hansenii",positive
3240,MFC-5,"CCUG 59866, CGMCC 2452, DSM 45392, CGMCC-2452, NBRC 106098",1,"Corynebacterium humireducens",positive
3184,,"DSM 44385, CCUG 35717, CIP 105744, LMG 19050",1,"Corynebacterium kroppenstedtii",positive
23877,RW2-5,"DSM 45799, CCUG 63372, CIP 110786",1,"Corynebacterium lactis",positive
140633,"R-50085, TKD4","LMG 28276, CCUG 65815, DSM 107388, NML 130206",1,"Corynebacterium lowii",positive
3230,KSS-3Se,"DSM 45231, CCM 7546, CCUG 56567",1,"Corynebacterium lubricantis",positive
3171,"JCP 2","DSM 44284, ATCC 51787, CCUG 32361, CIP 104099, JCM 11684, JCL 2",1,"Corynebacterium macginleyi",positive
3223,"7015, D7015","DSM 44953, CGMCC 1.6998, NRRL B-24779",1,"Corynebacterium marinum",positive
3234,Coryn-1,"DSM 45190, LMG 24561",1,"Corynebacterium maris",positive
3178,S-8,"DSM 44356, CCUG 38654, CECT 4843, CIP 105509, IFO (NBRC) 16160, JCM 12269",1,"Corynebacterium mastitidis",positive
3163,,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278",1,"Corynebacterium mucifaciens",positive
3236,3105,"JCM 17318, DSM 45274, CCUG 57279",1,"Corynebacterium mustelae",positive
140634,"R-50187, TVRM83/2006F4/44","CCUG 65816, LMG 28277, DSM 107387, NML 130210",1,"Corynebacterium oculi",positive
3245,"GF 234/92","CCUG 32254, DSM 8821, ATCC 51513",1,"Corynebacterium otitidis",positive
3238,"IMMIB WACC 658","JCM 17319, DSM 45350, CCUG 57942, WACC 658",1,"Corynebacterium pilbarense",positive
132609,VDS11,"DSM 100104, KCTC 39687, MCC 2722",1,"Corynebacterium pollutisoli",positive
3172,"Riegel B 77159","JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792",1,"Corynebacterium propinquum",positive
3237,06-17730,"DSM 45585, ATCC BAA 1742, CCUG 57046, JCM 17320, WAL 19168",1,"Corynebacterium pyruviciproducens",positive
3187,"Co 553","DSM 44415, ATCC BAA 15, CCUG 43305, LMG 19516, JCM 12107, CIP 106488",1,"Corynebacterium simulans",positive
3182,,"DSM 44357, CCUG 37330, CIP 105491, IBS B52218, IFO 16162, NBRC 16162, LMG 19056, CCM 4729",1,"Corynebacterium singulare",positive
3212,38,"DSM 44792, CCUG 46398, CECT 5990, CIP 108094",1,"Corynebacterium sphenisci",positive
3210,"J11, PG 39","DSM 44757, CCUG 45512, CECT 5986, CIP 107875",1,"Corynebacterium spheniscorum",positive
3228,"IMMIB L-999","DSM 45148, CCUG 55795, CIP 109925, JCM 17321",1,"Corynebacterium sputi",positive
3215,P81/02,"DSM 44851, DSM 45110, CCUG 46963, CECT 5724, CIP 108201, JCM 12370",1,"Corynebacterium suicordis",positive
3205,"AN 119","DSM 44613, CCUG 36622, CIP 105936, LMG 19057, DSM 107545, JCM 12401",1,"Corynebacterium sundsvallense",positive
3208,Y-11,"DSM 44721, CIP 105927, IFO 14764, JCM 10555, NBRC 14764, VKM Ac-2071, CCUG 46354, CCUG 44585",1,"Corynebacterium terpenotabidum",positive
3206,"M935/96/4, ATCC BAA 467","DSM 44614, ATCC BAA 467, CCUG 41823, CIP 106763, M935/96/4, JCM 12108",1,"Corynebacterium testudinoris",positive
3164,"96-649, Tho 218/95","DSM 44276, CCUG 38516, JCM 12109",1,"Corynebacterium thomssenii",positive
3221,"LDC-20, Medalle X","DSM 44922, ATCC 35529, ATCC 35692, CCUG 45418, CIP 107291, JCM 13389",1,"Corynebacterium tuberculostearicum",positive
3229,,"JCM 19114, DSM 45146, CCUG 55727, IMMIB L-1395",1,"Corynebacterium ulceribovis",positive
3224,"IMMIB RIV-2301","DSM 45051, CCUG 53377, CIP 109611, JCM 15295",1,"Corynebacterium ureicelerivorans",positive
134186,,"KCCM 42265, JCM 13411, KOPRI 13342",1,"Costertonia aggregata",negative
141068,,"JCM 19657, KACC 17825, YIM 78023",1,"Crenalkalicoccus roseus",negative
140814,"	KMU-32","KCTC 42980, NBRC 111834, DSM 108273, KCTC 42981",1,"Cribrihabitans pelagius",negative
133445,E4A9,"CGMCC 1.6776, JCM 14846",1,"Croceicoccus marinus",negative
133014,Ery22,"DSM 101481, CGMCC 1.15360",1,"Croceicoccus mobilis",negative
133013,Ery9,"DSM 101479, CGMCC 1.15358",1,"Croceicoccus pelagius",negative
134349,,"KCCM 42308, JCM 13826, DOKDO 023",1,"Croceitalea dokdonensis",negative
134348,,"KCCM 42309, JCM 13827, DOKDO 025",1,"Croceitalea eckloniae",negative
140751,H01-35,"MCCC 1K03229, KCTC 52368",1,"Croceitalea marina",negative
140752,HSG9,"MCCC 1A06690, KCTC 52589",1,"Croceivirga radicis",negative
140753,182,"KCTC 42868, MCCC 1H00128",1,"Crocinitomix algicola",negative
23990,1330,"DSM 27966, CECT 7863, LMG 26250",1,"Cronobacter condimenti",negative
5239,CFS237,"CCUG 55851, DSM 18705, LMG 23823, DES 187",1,"Cronobacter dublinensis",negative
5237,"API 76-2121, CDC 1058-77, E825","CCUG 56035, DSM 18702, LMG 23826",1,"Cronobacter malonaticus",negative
5242,"83-07-023, E603, LRA 023 07 83","DSM 21870, ATCC 51329, CIP 103581, WDCM 00213",1,"Cronobacter muytjensii",negative
5238,3032,"DSM 18703, LMG 23827, CCUG 55852",1,"Cronobacter turicensis",negative
23991,,"DSM 27963, CECT 7864, LMG 26249, NCTC 9529",1,"Cronobacter universalis",negative
158651,Hh31,"NBRC 107882, CGMCC 1.11213",1,"Cryobacterium aureum",positive
24186,Hh8,"DSM 26475, CGMCC 1.11215, NBRC 107879",1,"Cryobacterium flavum",positive
24187,,"DSM 28143, CGMCC 1.11211, Hh34, NBRC 107883",1,"Cryobacterium levicorallinum",positive
7306,Hh15,"DSM 26476, CGMCC 1.11210, NBRC 107880",1,"Cryobacterium luteum",positive
7303,,"DSM 19267, JCM 16539, KCTC 19270, MSL 15",1,"Cryobacterium mesophilum",positive
7302,0549,"DSM 21575, CGMCC 1.5382, JCM 13925",1,"Cryobacterium psychrotolerans",positive
7304,"Rug 17","DSM 21065, JCM 15131, CCUG 55701",1,"Cryobacterium roopkundense",positive
11760,LR7.2,"DSM 15808, ATCC BAA 820",1,"Cryptanaerobacter phenolicus",positive
3053,12-3,"DSM 15641, ATCC 700683, CCUG 55773",1,"Cryptobacterium curtum",positive
140950,EURKPP3H10,"BCC 77605, NBRC 111482",1,"Cryptosporangium eucalypti",positive
133795,MN08-A0264,"NBRC 105887, VTCC D9-27",1,"Cryptosporangium mongoliense",positive
6197,CL-GR60,"DSM 18995, KCCM 90027",1,"Cucumibacter marinus",negative
140669,2-36,"CCTCC AA 2016026, DSM 103787",1,"Cumulibacter manganitolerans",positive
140833,X1,"KCTC 42909, LMG 29218",1,"Cupriavidus nantongensis",negative
22944,,"DSM 26888, CCM-A-29:1289, CCUG 55948, CPDB6",1,"Cupriavidus pampae",negative
2053,1245,"DSM 19553, CIP 108725, PNCM 10346, CCUG 53907",1,"Cupriavidus pinatubonensis",negative
