"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Metabolite (antibiotic)","Antibiotic sensitivity","Antibiotic resistance"
,,,,,chloramphenicol,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,"Granulicella aggregans",ampicillin,,1
,,,,,chloramphenicol,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,streptomycin,,1
22899,MP5ACTX8,"DSM 23137, ATCC BAA 1857",1,"Granulicella mallensis",ampicillin,1,
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,penicillin,,1
139,OB1010,"DSM 22464, LMG 25275",1,"Granulicella paludicola",ampicillin,,1
,,,,,chloramphenicol,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,streptomycin,,1
137,TPB6011,"DSM 21001, VKM B-2509",1,"Granulicella pectinivorans",ampicillin,,1
,,,,,chloramphenicol,,1
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,streptomycin,,1
136,"T4, TPO-1014","DSM 18704, ATCC BAA 1396, TPO 1014",1,"Granulicella rosea",ampicillin,1,
,,,,,chloramphenicol,,1
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,lincomycin,,1
,,,,,lincomycin,0,
,,,,,neomycin,,1
,,,,,novobiocin,,1
,,,,,streptomycin,,1
22901,MP5ACTX9,"DSM 23138, ATCC BAA 1859",1,"Granulicella tundricola",ampicillin,,1
,,,,,bacitracin,,1
,,,,,chloramphenicol,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,penicillin,,1
140661,YC6258,"NBRC 109345, KCCM 43015",1,"Gynuella sunshinyii",ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,penicillin,1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
,,,,,vancomycin,1,
158634,HF004,"KCTC 42395, MCCC 1H00127",1,"Pseudohalioglobus lutimaris",acetylspiramycin,1,
,,,,,cefotaxime,1,
,,,,,ceftriaxone,1,
,,,,,clindamycin,,1
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,lincomycin,,1
,,,,,norfloxacin,1,
,,,,,ofloxacin,1,
,,,,,"penicillin g",1,
141135,2b_61_3,"NBRC 110517, InaCC Ar2",1,"Haloarchaeobius baliensis",(-)-anisomycin,1,
,,,,,ampicillin,,1
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,neomycin,,1
,,,,,nitrofurantoin,1,
,,,,,novobiocin,1,
1355,FP5,"DSM 18525, ATCC BAA 1361",1,"Halobacillus alkaliphilus",ampicillin,1,
,,,,,bacitracin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,fusidate,1,
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,nystatin,,1
1344,MA-2,"DSM 14948, CIP 108359, LMG 21515, X78",1,"Halobacillus karajensis",amikacin,1,
,,,,,ampicillin,1,
,,,,,cefalotin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,,1
,,,,,"nalidixic acid",1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
1353,MS10,"DSM 21335, CCM 7397, CECT 7206",1,"Halobacillus mangrovi",bacitracin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,kanamycin,1,
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,penicillin,1,
,,,,,"polymyxin b",,1
,,,,,rifampicin,1,
,,,,,streptomycin,,1
1356,,"DSM 21185, KCTC 13236, JSM 078133",1,"Halobacillus salsuginis",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,"nalidixic acid",0,1
,,,,,nitrofurantoin,0,1
,,,,,novobiocin,0,1
,,,,,"polymyxin b",0,1
1354,ISL-50,"DSM 22302, CCUG 54358, KCTC 13145",1,"Halobacillus seohaensis",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,lincomycin,1,
,,,,,neomycin,0,
,,,,,novobiocin,1,
,,,,,oleandomycin,1,
141038,ZS-54-S2,"CGMCC 1.12562, JCM 30038",1,"Halobacterium litoreum",ampicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,neomycin,,1
,,,,,nitrofurantoin,,1
133385,D90,"CGMCC 1.15501, JCM 31273",1,"Halobaculum roseum",bacitracin,1,
,,,,,novobiocin,1,
,,,,,rifampicin,1,
159820,ZJ1,"CGMCC 1.16025, NBRC 112867",1,"Halococcus salsus",ampicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,norfloxacin,,1
,,,,,novobiocin,1,
,,,,,penicillin,,1
158746,Hb3,"KCTC 52253, JCM 31415",1,"Halomonas aestuarii",lincomycin,1,
,,,,,minocycline,,1
,,,,,"rifamycin sv",,1
140921,JJ-M1,"KACC 18117, JCM 30151",1,"Halomonas garicola",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,oleandomycin,,1
,,,,,tetracycline,,1
133225,,"Q1U, CGMCC 1.15122, KCTC 42517",1,"Halomonas lutescens",ampicillin,0,
,,,,,bacitracin,0,
,,,,,chloramphenicol,1,
,,,,,clindamycin,0,
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,nystatin,0,
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,"Halomonas saliphila",amikacin,1,
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cefazolin,,1
,,,,,cefoperazone,1,
,,,,,cefotaxime,1,
,,,,,cefoxitin,1,
,,,,,ceftazidime,1,
,,,,,ceftriaxone,1,
140845,BZ-SZ-XY27,"JCM 30202, CGMCC 1.12917, DSM 29014",1,"Halomonas urumqiensis",amoxicillin,,1
,,,,,ampicillin,,1
,,,,,carbenicillin,,1
,,,,,cefalotin,,1
,,,,,cefotaxime,,1
,,,,,cefoxitin,1,
,,,,,chloramphenicol,1,
,,,,,clarithromycin,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
133245,,"MK62-1, JCM 30442, KCTC 4214",1,"Haloparvum alkalitolerans",ampicillin,,1
,,,,,aztreonam,,1
,,,,,bacitracin,1,
,,,,,carbenicillin,,1
,,,,,cefalotin,,1
,,,,,cefoxitin,,1
,,,,,chloramphenicol,,1
,,,,,clindamycin,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
140835,,"CGMCC 1.14998, JCM 30891, Dys DYS4",1,"Haloparvum sedimenti",ampicillin,,1
,,,,,bacitracin,,1
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,norfloxacin,,1
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
133244,,"SR-441, JCM 19583, KCTC 4248",1,"Halopiger thermotolerans",ampicillin,,1
,,,,,bacitracin,1,
,,,,,carbenicillin,,1
,,,,,cefalotin,,1
,,,,,cefoxitin,,1
,,,,,chloramphenicol,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,novobiocin,1,
159759,MBLA0036,"KCTC 4239, JCM 31425",1,"Haloplanus rallus",(-)-anisomycin,1,
,,,,,ampicillin,,1
,,,,,carbenicillin,,1
,,,,,cephalothin,,1
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,,1
158747,SP28,"JCM 31424, KCCM 43210",1,"Haloplanus salinarum",(-)-anisomycin,1,
,,,,,ampicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,novobiocin,1,
,,,,,penicillin,,1
133308,SB9,"JCM 19565, CGMCC 1.14959",1,"Haloprofundus marisrubri",(-)-anisomycin,1,
,,,,,ampicillin,,1
,,,,,aphidicolin,1,
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
158600,SAH-A6,"KCCM 43215, JCM 31519",1,"Halorubrum aethiopicum",ampicillin,,1
,,,,,cycloheximide,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,,1
,,,,,vancomycin,,1
141136,,"CECT 8745, IBRC-M 10233, CB Cb34",1,"Halorubrum halodurans",(-)-anisomycin,1,
,,,,,ampicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",,1
,,,,,neomycin,,1
,,,,,novobiocin,1,
140642,PJ61,"CGMCC 1.15212, JCM 30955",1,"Halorubrum pallidum",ampicillin,,1
,,,,,bacitracin,,1
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,kanamycin,,1
,,,,,neomycin,1,
,,,,,norfloxacin,,1
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
140565,Y73,"CGMCC 1.15503, JCM 31271",1,"Halorubrum trueperi",ampicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,,1
,,,,,ciprofloxacin,,1
,,,,,erythromycin,,1
,,,,,kanamycin,,1
,,,,,neomycin,,1
,,,,,norfloxacin,,1
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
141067,CBA1114,"JCM 30111, KCTC 4206",1,"Halostella salina",(-)-anisomycin,1,
,,,,,ampicillin,,1
,,,,,bacitracin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,neomycin,1,
,,,,,norfloxacin,1,
,,,,,novobiocin,1,
,,,,,"penicillin g",,1
159765,L53,"KCTC 62247, MCCC 1H00246",1,"Hanstruepera crassostreae",ampicillin,1,
,,,,,cefotaxime,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,lincomycin,1,
,,,,,"nalidixic acid",,1
,,,,,neomycin,,1
,,,,,norfloxacin,1,
,,,,,ofloxacin,1,
2601,Weinberg,"DSM 2158, ATCC 19401, BCRC 10644, CCUG 4854, CIP 103713, CN 1693, JCM 1403, NCIMB 503, NCTC 503, CECT 4109",1,"Hathewaya histolytica",chloramphenicol,1,
,,,,,clindamycin,1,
,,,,,erythromycin,1,
,,,,,"penicillin g",1,
,,,,,tetracycline,1,
2613,"A 46","DSM 1400, ATCC 25620, ATCC 25760, NCIB 10638, CCUG 24037, VPI 2700",1,"Hathewaya limosa",chloramphenicol,1,
,,,,,clindamycin,,1
,,,,,erythromycin,1,
,,,,,"penicillin g",1,
,,,,,tetracycline,1,
2648,CG,"DSM 3090, ATCC 49002",1,"Hathewaya proteolytica",penicillin,1,
,,,,,streptomycin,1,
141061,"A 19","DSM 28990, LMG 28471",1,"Helicobacter apri",cefalotin,,1
,,,,,"nalidixic acid",1,
158710,HZ10,"JCM 31754, CCTCC AB 2014352",1,"Herbaspirillum robiniae",ceftazidime,,1
,,,,,kanamycin,1,
,,,,,streptomycin,1,
20036,"Hp gy1",,0,"Herpetosiphon geysericola",kanamycin,,1
6128,"Hp a2","DSM 589, NBRC 112828",1,"Herpetosiphon giganteus",amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,,1
,,,,,"clavulanic acid",1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,methicillin,,1
,,,,,"nalidixic acid",1,
,,,,,nystatin,,1
6133,"HK 758, Hp g472","DSM 52871, NBRC 112829",1,"Herpetosiphon gulosus",amoxicillin,1,
,,,,,ampicillin,1,
,,,,,carbenicillin,,1
,,,,,cefoxitin,,1
,,,,,"clavulanic acid",1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,methicillin,,1
,,,,,"nalidixic acid",,1
18180,"Hp g12",,0,"Herpetosiphon sp.",kanamycin,,1
20602,"Hp g1",,0,"Herpetosiphon sp.",kanamycin,,1
21834,"Hp g207",,0,"Herpetosiphon sp.",kanamycin,,1
21835,"Hp g206",,0,"Herpetosiphon sp.",kanamycin,,1
21836,"Hp g205",,0,"Herpetosiphon sp.",kanamycin,,1
21840,"Hp g204",,0,"Herpetosiphon sp.",cycloheximide,,1
,,,,,kanamycin,,1
21841,"Hp g203",,0,"Herpetosiphon sp.",kanamycin,,1
21842,"Hp g202",,0,"Herpetosiphon sp.",kanamycin,,1
21846,"Hp g216",,0,"Herpetosiphon sp.",cycloheximide,,1
,,,,,kanamycin,,1
21849,"Hp g211",,0,"Herpetosiphon sp.",cycloheximide,,1
,,,,,kanamycin,,1
21850,"Hp g210",,0,"Herpetosiphon sp.",kanamycin,,1
21851,"Hp g213",,0,"Herpetosiphon sp.",cycloheximide,,1
,,,,,kanamycin,,1
21852,"Hp g212",,0,"Herpetosiphon sp.",cycloheximide,,1
,,,,,kanamycin,,1
21853,"Hp g215",,0,"Herpetosiphon sp.",kanamycin,,1
21858,"Hp g225",,0,"Herpetosiphon sp.",kanamycin,,1
22061,"Hp g184",,0,"Herpetosiphon sp.",kanamycin,,1
22069,"Hp g175",,0,"Herpetosiphon sp.",kanamycin,,1
22320,"Hp g448",,0,"Herpetosiphon sp.",kanamycin,,1
22325,"Hp g446",,0,"Herpetosiphon sp.",kanamycin,,1
22328,"Hp g443",,0,"Herpetosiphon sp.",kanamycin,,1
22335,"Hp g455",,0,"Herpetosiphon sp.",kanamycin,,1
22588,"Hp g393",,0,"Herpetosiphon sp.",kanamycin,,1
22590,"Hp g391",,0,"Herpetosiphon sp.",kanamycin,,1
22602,"Hp g396",,0,"Herpetosiphon sp.",kanamycin,,1
22604,"Hp g397",,0,"Herpetosiphon sp.",kanamycin,,1
22605,"Hp g398",,0,"Herpetosiphon sp.",kanamycin,,1
22608,"Hp g370",,0,"Herpetosiphon sp.",ampicillin,,1
22610,"Hp g365",,0,"Herpetosiphon sp.",ampicillin,,1
22611,"Hp g362",,0,"Herpetosiphon sp.",kanamycin,,1
22613,"Hp g368",,0,"Herpetosiphon sp.",kanamycin,,1
22616,"Hp g367",,0,"Herpetosiphon sp.",ampicillin,,1
,,,,,kanamycin,,1
22619,"Hp g383",,0,"Herpetosiphon sp.",kanamycin,,1
22628,"Hp g350",,0,"Herpetosiphon sp.",kanamycin,,1
22629,"Hp g347",,0,"Herpetosiphon sp.",kanamycin,,1
22630,"Hp g346",,0,"Herpetosiphon sp.",kanamycin,,1
22632,"Hp g344",,0,"Herpetosiphon sp.",kanamycin,,1
22634,"Hp g342",,0,"Herpetosiphon sp.",kanamycin,,1
22635,"Hp g341",,0,"Herpetosiphon sp.",kanamycin,,1
22636,"Hp g340",,0,"Herpetosiphon sp.",kanamycin,,1
22639,"Hp g349",,0,"Herpetosiphon sp.",kanamycin,,1
22643,"Hp g360",,0,"Herpetosiphon sp.",kanamycin,,1
22645,"Hp g356",,0,"Herpetosiphon sp.",kanamycin,,1
22648,"Hp g357",,0,"Herpetosiphon sp.",kanamycin,,1
22650,"Hp g351",,0,"Herpetosiphon sp.",kanamycin,,1
22666,"Hp g320",,0,"Herpetosiphon sp.",kanamycin,,1
22669,"Hp g323",,0,"Herpetosiphon sp.",cycloheximide,,1
,,,,,kanamycin,,1
22682,"Hp g334",,0,"Herpetosiphon sp.",kanamycin,,1
22684,"Hp g336",,0,"Herpetosiphon sp.",kanamycin,,1
22685,"Hp g335",,0,"Herpetosiphon sp.",kanamycin,,1
22687,"Hp g337",,0,"Herpetosiphon sp.",kanamycin,,1
22688,"Hp g339",,0,"Herpetosiphon sp.",ampicillin,,1
,,,,,kanamycin,,1
22705,"Hp g434",,0,"Herpetosiphon sp.",kanamycin,,1
22767,"Hp g409",,0,"Herpetosiphon sp.",kanamycin,,1
22778,"Hp g400",,0,"Herpetosiphon sp.",kanamycin,,1
6199,,"DSM 5838, ATCC 49814, IFAM 1418",1,"Hirschia baltica",ampicillin,1,
,,,,,bacitracin,,1
,,,,,"nalidixic acid",,1
,,,,,oxacillin,,1
,,,,,oxytetracycline,1,
,,,,,"polymyxin b",1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
132659,J12GA03,"DSM 101985, CGMCC 1.15478",1,"Hoyosella rhizosphaerae",amikacin,1,
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,cefalotin,1,
,,,,,cefepime,1,
,,,,,cefotaxime,1,
,,,,,ceftazidime,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
2966,GA3,"DSM 1034, ATCC 33668, CCUG 13799, LMG 5945",1,"Hydrogenophaga pseudoflava",penicillin,,0
2968,2K1,"DSM 2082, ATCC 49743, CCUG 15921, LMG 7170",1,"Hydrogenophaga taeniospiralis",penicillin,,0
159697,HMF3095,"KCTC 52398, NBRC 112669",1,"Hymenobacter aquatilis",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"penicillin g",,1
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
,,,,,vancomycin,1,
158672,K1E01-27,"CGMCC 1.15197, NBRC 112610",1,"Hymenobacter cavernae",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
140614,WW84,"JCM 19493, KCTC 32530",1,"Hymenobacter coalescens",amikacin,,1
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,penicillin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
140596,,"LMG 29441, P5239, CCM 8649",1,"Hymenobacter coccineus",ampicillin,1,
,,,,,aztreonam,,1
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,cefixime,,1
,,,,,ceftazidime,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,co-trimoxazole,1,
,,,,,gentamicin,,1
158592,POA9,"KCTC 52270, JCM 31658",1,"Hymenobacter defluvii",amikacin,,1
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,penicillin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
140598,,"LMG 29440, P5086, CCM 8648",1,"Hymenobacter glacialis",ampicillin,1,
,,,,,aztreonam,,1
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,cefixime,1,
,,,,,ceftazidime,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,co-trimoxazole,1,
,,,,,gentamicin,,1
133140,,"B1909, JCM 30596, CGMCC 1.12990",1,"Hymenobacter glacieicola",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,,1
,,,,,clindamycin,,1
,,,,,erythromycin,1,
,,,,,gentamicin,1,
,,,,,neomycin,,1
,,,,,"penicillin g",1,
,,,,,rifampicin,,1
,,,,,tetracycline,1,
158673,ANT-18,"BCRC 80966, LMG 29477, KCTC 52166",1,"Hymenobacter gummosus",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,1,
140597,,"P3150, LMG 29435, CCM 8643",1,"Hymenobacter lapidarius",ampicillin,1,
,,,,,aztreonam,,1
,,,,,carbenicillin,1,
,,,,,cefalotin,1,
,,,,,cefixime,,1
,,,,,ceftazidime,,1
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,co-trimoxazole,1,
,,,,,gentamicin,,1
140836,KJ035,"KCTC 42854, CECT 9069",1,"Hymenobacter marinus",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"penicillin g",,1
,,,,,rifampicin,1,
,,,,,streptomycin,,1
,,,,,tetracycline,1,
,,,,,vancomycin,1,
158732,M2,"CCTCC AB 2017185, KCTC 62120",1,"Hymenobacter profundi",amikacin,1,
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,aztreonam,,1
,,,,,cefalotin,1,
,,,,,cefazolin,,1
,,,,,cefepime,1,
,,,,,cefixime,,1
,,,,,cefotaxime,,1
,,,,,cefoxitin,1,
158615,NY03-3-30,"CCTCC AB 2017095, KCTC 62163",1,"Hymenobacter rubripertinctus",ampicillin,1,
,,,,,aztreonam,1,
,,,,,ceftriaxone,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,erythromycin,1,
,,,,,kanamycin,1,
,,,,,"polymyxin b",1,
,,,,,tetracycline,1,
,,,,,tobramycin,,1
133390,K2-33028,"CCTCC AB 2016091, KCTC 52447",1,"Hymenobacter rutilus",chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"penicillin g",1,
,,,,,"polymyxin b",,1
,,,,,tetracycline,1,
,,,,,vancomycin,1,
140561,POB6,"KCTC 52271, JCM 31659",1,"Hymenobacter tenuis",amikacin,,1
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,penicillin,1,
,,,,,streptomycin,1,
,,,,,tetracycline,1,
140468,WM6,"MCCC 1K03222, KCTC 52487",1,"Hyphobacterium vulgare",ampicillin,1,
,,,,,bacitracin,,1
,,,,,carbenicillin,1,
,,,,,chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"nalidixic acid",1,
,,,,,nystatin,,1
,,,,,ofloxacin,,1
141119,JBKA-6,"ATCC BAA 2465, JCM 18228",1,"Ichthyobacterium seriolicida",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,fosfomycin,,1
,,,,,kanamycin,,1
,,,,,oxolinate,1,
,,,,,oxytetracycline,1,
,,,,,sulfamonomethoxine,,1
141120,KBP-31,"BCRC 80524, KCTC 32238",1,"Ideonella paludis",ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,1,
,,,,,"nalidixic acid",1,
,,,,,novobiocin,1,
,,,,,"penicillin g",1,
,,,,,rifampicin,1,
,,,,,streptomycin,1,
,,,,,sulfamethoxazole,1,
133294,,"CC-PW-9, JCM 19757, BCRC 80745",1,"Idiomarina tyrosinivorans",amikacin,,1
,,,,,ampicillin,1,
,,,,,cefepime,1,
,,,,,ceftazidime,1,
,,,,,ciprofloxacin,1,
,,,,,"clavulanic acid",1,
,,,,,co-trimoxazole,,1
,,,,,colistin,,1
,,,,,gentamicin,,1
,,,,,imipenem,1,
159851,UAE-HKU57,"CCOS 1165, NBRC 113042",1,"Ignatzschineria cameli",Amikacin,1,
,,,,,ampicillin,1,
,,,,,aztreonam,1,
,,,,,ceftazidime,1,
,,,,,ceftriaxone,1,
,,,,,"clavulanic acid",1,
,,,,,ertapenem,1,
,,,,,gentamicin,1,
,,,,,imipenem,1,
,,,,,meropenem,1,
4192,"AQ1.S1, TG 866","DSM 17230, JCM 13409",1,"Ignisphaera aggregans",chloramphenicol,1,
,,,,,erythromycin,1,
,,,,,novobiocin,,1
,,,,,rifampicin,1,
,,,,,streptomycin,,1
158434,,"DSM 105146, CGMCC 1.15812, SCSIO 08040",1,"Indioceanicola profundi",Amikacin,1,
,,,,,amoxicillin,1,
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,gentamicin,1,
,,,,,neomycin,1,
,,,,,norfloxacin,1,
,,,,,novobiocin,1,
,,,,,penicillin,1,
132373,,"DSM 29621, MCCC 1K00454, NBRC 110749, MUSC 78",1,"Intrasporangium flavum","1 % sodium lactate",,1
,,,,,ampicillin,1,
,,,,,aztreonam,,1
,,,,,cefotaxime,1,
,,,,,cefuroxime,1,
,,,,,cephalosporin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,d-serine,,1
,,,,,erythromycin,1,
158617,JSSK-16,"KACC 19436, KCTC 62137, NBRC 113018",1,"Jannaschia confluentis",ampicillin,1,
,,,,,carbenicillin,1,
,,,,,cephalothin,1,
,,,,,chloramphenicol,1,
,,,,,gentamicin,1,
,,,,,kanamycin,,1
,,,,,lincomycin,,1
,,,,,neomycin,1,
,,,,,novobiocin,1,
,,,,,oleandomycin,,1
132631,,"DSM 46866, CPCC 204076, I13A-01604, NBRC 110718",1,"Jatrophihabitans huperziae",amikacin,,1
,,,,,ampicillin,,1
,,,,,aztreonam,,1
,,,,,erythromycin,,1
,,,,,gentamicin,,1
,,,,,kanamycin,,1
,,,,,"penicillin g",,1
,,,,,streptomycin,,1
,,,,,tobramycin,,1
159771,22-7,"MCCC 1H00228, KCTC 33930",1,"Jeotgalibacillus proteolyticus",ampicillin,1,
,,,,,gentamicin,,1
,,,,,kanamycin,1,
,,,,,penicillin,1,
,,,,,tetracycline,1,
159856,XY-R6,"MCCC 1K01498, KCTC 52266, DSM 104294",1,"Kandeliimicrobium roseum",Amikacin,1,
,,,,,ampicillin,1,
,,,,,chloramphenicol,1,
,,,,,ciprofloxacin,1,
,,,,,clindamycin,1,
,,,,,erythromycin,,1
,,,,,gentamicin,1,
,,,,,"nalidixic acid",,1
