"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,Enzyme,"Enzyme activity"
158603,C62-2,"CGMCC 1.15343, NBRC 111767",1,"Pedobacter quisquiliarum",urease,-
23258,W1,"DSM 24536, CIP 110258, LMG 26240",1,"Daejeonella rubra",urease,+
158756,EN12,"KCTC 42612, LMG 28820",1,"Pedobacter solisilvae",urease,-
133249,,"XNV015, KCTC 42866, CCTCC AB 2015319",1,"Pedobacter vanadiisoli",urease,-
159787,YL28-9,"CGMCC 1.16050, KCTC 62104",1,"Pedobacter yulinensis",urease,+
140255,22,"DSM 100774, CGMCC 1.15287",1,"Pedobacter zeae",urease,-
6304,BXN5-13,"DSM 21006, KCTC 19419, LMG 24462",1,"Pedococcus ginsenosidimutans",urease,+
140722,B2,"MCCC 1K03218, CGMCC 1.15896, KCTC 52551",1,"Pelagibacterium lentulum",urease,+
134246,02PA-Ca-133,"MBIC 08004, IAM 15422, KCTC 13126",1,"Pelagicoccus mobilis",urease,+
158524,S5,"KCTC 33632, CGMCC 1.15177",1,"Pelagirhabdus alkalitolerans",urease,+
159840,BH-SD19,"CCTCC AB 2017074, KCTC 62202",1,"Pelagivirga sediminicola",urease,-
133028,M108,"DSM 100347, VKM B-2932",1,"Peptococcus simiae",urease,-
132525,M6.X2D,"DSM 29874, CCUG 66798",1,"Peptoniphilus catoniae",urease,-
140543,BK296,"KCTC 52162, JCM 31377",1,"Perlucidibaca aquatica",urease,-
158275,27-4,"DSM 103509, LMG 29708",1,"Phaeobacter piscinae",urease,-
140629,W2-3-4,"LMG 28593, KACC 18306",1,"Phenylobacterium aquaticum",urease,+
158580,HKS-05,"KACC 18628, LMG 30081",1,"Phenylobacterium hankyongense",urease,-
2339,E,"DSM 1986, ATCC 35973, NCIB 12055",1,"Phenylobacterium immobile",urease,-
158680,H01100410B,"CECT 9189, LMG 29991",1,"Photobacterium toruni",urease,+
158410,LJ24-63,"DSM 105690, CCOS 1159",1,"Photorhabdus bodei",urease,-
5048,3107,"DSM 19724, NCAIM B 02271",1,"Photorhabdus cinerea",urease,+
133380,PB45.5,"LMG 29915, CCM 8729, DSM 104082",1,"Photorhabdus namnaonensis",urease,-
23010,AM7,"DSM 25462, ATCC BAA 2407, LMG 29523",1,"Photorhabdus noenieputensis",urease,+
132430,JP6SC6,"DSM 100020, CGMCC 4.7300",1,"Phycicoccus endophyticus",urease,-
133241,,"DCY 87, KCTC 39635, JCM 31016",1,"Phycicoccus ginsengisoli",urease,-
134109,,"CECT 5680, LMG 22520, CSC 19",1,"Phyllobacterium catacumbae",urease,+
11874,,"DSM 5892, ATCC 43590, IAM 13584, JCM 20932, LMG 2t2, NCIMB 12127",1,"Phyllobacterium myrsinacearum",urease,+
158802,Tri-48,"LMG 30371, RCAM 03910",1,"Phyllobacterium zundukense",urease,+
158583,,"CNCTC 5729, ATCC 27989",1,"Phytobacter ursingii",urease,-
141030,SAP-32,"KCTC 52619, DSM 104039",1,"Pigmentiphaga aceris",urease,-
361,,"DSM 19789, CCTCC AA 207034, KCTC 22165, JSM 061001",1,"Pigmentiphaga litoralis",urease,-
158823,E9,"KEMB 9005-534, KACC 19120, NBRC 112686",1,"Pinisolibacter ravus",urease,+
159877,MQ-18,"CCTCC AB 2017223, JCM 32138",1,"Piscinibacter caeni",urease,-
133221,,"SH-1, KACC 18594, JCM 31230",1,"Piscinibacter defluvii",urease,+
133289,,"LYH-15, BCRC 80969, LMG 29480, KCTC 52168",1,"Piscinibacterium candidicorallinum",urease,-
133415,,"LMG 28835, KCTC 42657, BCRC 80901",1,"Planctobacterium marinum",urease,-
140733,,"KACC 18009, NBRC 110393, IMCC 9565",1,"Planktotalea arctica",urease,-
11959,"CMS 26or","DSM 14505, MTCC 3854",1,"Planococcus antarcticus",urease,-
140686,CW1,"CCTCC AB 207187, LMG 24442",1,"Planococcus ruber",urease,+/-
23098,R5-392,"DSM 25022, KACC 16233",1,"Pleomorphomonas diazotrophica",urease,+
7227,Y9,"DSM 23070, KCTC 12246, NBRC 100803",1,"Pleomorphomonas koreensis",urease,+
7226,F-7,"DSM 16300, IAM 15079",1,"Pleomorphomonas oryzae",urease,+
133370,,"HMF2268, KCTC 42191, CECT 8862",1,"Polaribacter lacunae",urease,-
158681,WS2-14,"KCTC 52275, MCCC 1H00163",1,"Polaribacter tangerinus",urease,-
133317,LPB0003,"KACC 18704, JCM 31217",1,"Polaribacter vadi",urease,-
2985,Cr4-35,"DSM 24278, KACC 15090, LMG 26050",1,"Polaromonas cryoconiti",urease,-
140826,B717-2,"CGMCC 1.15322, JCM 31171",1,"Polaromonas eurypsychrophila",urease,-
158788,,"LMG 23393, KCTC 12577, Gsoil 115",1,"Polaromonas ginsengisoli",urease,-
2986,Cr4-12,"DSM 24062, KACC 15089, LMG 26049",1,"Polaromonas glacialis",urease,-
2984,JS12-13,"DSM 19351, KACC 12508",1,"Polaromonas jejuensis",urease,-
2982,CJ2,"DSM 15660, ATCC BAA 779, CCUG 51246",1,"Polaromonas naphthalenivorans",urease,-
13856,GRP21,"DSM 21219, KCTC 22497",1,"Pontibaca methylaminivorans",urease,+
1386,BH030062,"DSM 16287",1,"Pontibacillus chungwhensis",urease,-
140146,9-2,"DSM 27987, CGMCC 1.12749, JCM 19653, MCCC 1K00278",1,"Pontibacter amylolyticus",urease,+
158763,XAAS-2,"CCTCC AB 2016135, JCM 31443",1,"Pontibacter brevis",urease,-
133910,LP43,"CCM 8406, MCC 2019",1,"Pontibacter ramchanderi",urease,+
159762,XAAS-R86,"CCTCC AB 2017165, KCTC 62047",1,"Pontibacter silvestris",urease,-
159757,17SD1-15,"KCTC 52915, NBRC 113057",1,"Pontibacter terrae",urease,+
140497,2D-4,"KCTC 33576, CFCC 11886",1,"Populibacterium corticicola",urease,-
133139,"MRK101, UQD 444, UQD444","DSM 28520, NCTC 13658, UQD444, MRK101",1,"Porphyromonas loveana",urease,-
132928,"LFT 1.7","DSM 100870, CECT 8942",1,"Arcobacter lekithochrous",urease,-
158435,109,"DSM 105141, VKM B-2992",1,"Prevotella rara",urease,-
159756,PX7,"KCTC 42952, MCCC 1H00196",1,"Primorskyibacter marinus",urease,+
132440,1C-HV12,"DSM 100490, CGMCC 4.7283",1,"Promicromonospora alba",urease,+
141045,NEAU-GS50,"CGMCC 4.7398, DSM 104515",1,"Promicromonospora soli",urease,+
141046,TEYR-7,"CCTCC AB 2015257, KCTC 33808",1,"Brevilactibacter sinopodophylli",urease,+
158818,"Y1A-10 4-9-1","CCTCC AB 2016249, KCTC 15566, LMG 29810",1,"Propionicimonas ferrireducens",urease,+
158351,BA2-13,"DSM 103060, LMG 29818",1,"Proteiniborus indolifex",urease,-
158717,08MAS0041,"CGMCC 1.15939, DSM 104685",1,"Proteus alimentorum",urease,+
158686,08MAS2615,"DSM 104686, CGMCC 1.15982",1,"Proteus columbae",urease,+
5092,A,"DSM 19967, ATCC BAA 1589, JCM 16941",1,"Providencia sneebia",urease,+
5088,OP1,"DSM 17385, CIP 108829, CCUG 55499",1,"Providencia vermicola",urease,+
130241,,"DSM 28005, JCM 19624, KACC 17839, KCTC 29256, EGI 60002",1,"Pseudactinotalea suaedae",urease,-
133083,5GHs33-03,"DSM 27157, KACC 16542, NBRC 111006",1,"Pseudactinotalea terrae",urease,-
130419,LC4,"DSM 28855, CCTCC AB 206012, IAM 15382, JCM 30147",1,"Pseudarthrobacter niigatensis",urease,+
159881,PCS8,"KCTC 62038, JCM 32226",1,"Pseudaeromonas paramecii",urease,-
140827,rzy34,"CGMCC 1.15325, KCTC 42730",1,"Pseudoalteromonas fenneropenaei",urease,-
448,,"DSM 15748, CIP 105339, KMM 216",1,"Pseudoalteromonas fuliginea",urease,+
140626,,"KCCM 43187, JCM 31286, PAMC 28425",1,"Pseudoalteromonas neustonica",urease,-
140699,OCN003,"CCOS 1042, CIP 111189",1,"Pseudoalteromonas piratica",urease,-
132433,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007",1,"Pseudoclavibacter endophyticus",urease,-
7479,KP02,"DSM 23366, JCM 15058, KCTC 19255",1,"Pseudoclavibacter soli",urease,+
13832,"MCCC 1A00107, Y-2","DSM 18339, CGMCC 1.7081, LMG 24574",1,"Pseudodonghicola xiamenensis",urease,+
133214,E3/2,"E3/2, LMG 29678, CCM 8698, DSM 103461",1,"Pseudoduganella danionis",urease,-
158768,DT7-02,"KCTC 33854, JCM 31192",1,"Pseudogracilibacillus endophyticus",urease,-
140619,NIOT.bflm.S4,"TBRC 5831, MTCC 12376, KACC 18456",1,"Pseudogracilibacillus marinus",urease,+
24311,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1,"Pseudohoeflea suaedae",urease,+
133284,,"SCS-49, CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,"Pseudohongiella nitratireducens",urease,-
159712,MT5,"KCTC 62295, MCCC 1K03351",1,"Pseudomonas abyssi",urease,+
12800,,"DSM 50071, ATCC 10145, ICPB 2523, NCIB 8295, NCTC 10332, NRRL B-771, WDCM 00024",1,"Pseudomonas aeruginosa",urease,+/-
,,,,,urease,-
13093,,"DSM 15318, CCUG 49625, CIP 108466, CMS 35",1,"Pseudomonas antarctica",urease,+
133410,2-92,"LMG 28499, DOAB 798",1,"Pseudomonas canadensis",urease,+
13153,RLD-1,"DSM 18900, CCUG 55753, CCM 7361, MTCC 7601, CIP 109527",1,"Pseudomonas delhiensis",urease,+
13170,78-123,"DSM 25351, CGMCC 1.1365, JCM 14085, CCUG 59930",0,"Pseudomonas flexibilis",urease,+
158598,ASS-1,"KCTC 52437, CCM 8778",1,"Pseudomonas fluvialis",urease,-
24440,PCAVU11,"DSM 28410, CECT 8262, LMG 27394",1,"Pseudomonas guariconensis",urease,+
133945,CC-G9A,"BCRC 80438, JCM 18416",1,"Pseudomonas guguanensis",urease,+
140299,,"DSM 29167, LMG 28435, WS 4992",1,"Pseudomonas lactis",urease,-
133663,,"MTCC 4993, DSM 15319, CMS 38",1,"Pseudomonas meridiana",urease,+
132649,"KX 20","DSM 100277, CGMCC 1.15195",1,"Pseudomonas oceani",urease,-
13164,Esp-1,"DSM 21819, CCM 7469, MTCC 8990",1,"Pseudomonas panipatensis",urease,+
140300,,"DSM 29164, LMG 28439, WS 4672",1,"Pseudomonas paralactis",urease,-
140904,KBL-4-9,"JCM 19138, CCTCC AB 2013069, NRRL B-59988",1,"Pseudomonas populi",urease,-
158812,M5,"CCTCC AB 2017186, KCTC 62119, CICC 24308",1,"Pseudomonas profundi",urease,-
159884,68,"CICC 24204, KCTC 52977",1,"Pseudomonas tianjinensis",urease,-
133231,,"IB1.1, VKM B-2935, CECT 9091",1,"Pseudomonas turukhanskensis",urease,-
24437,,"DSM 27927, ACCC 05688, BY-1, KACC 15471",1,"Pseudomonas zeshuii",urease,+
13400,,"DSM 45401, BCC 28481, NBRC 104274, NRRL B-24609, GMKU 095, TISTR 1862",1,"Pseudonocardia acaciae",urease,+
13398,,"DSM 44979, JCM 16009, KCTC 19315, YIM 45505",1,"Pseudonocardia ailaonensis",urease,+
13393,H9,"DSM 44958, CMGCC 4.1877, JCM 12462",1,"Pseudonocardia ammonioxydans",urease,+
13399,Y8,"DSM 45349, JCM 14827, KCCM 42678",1,"Pseudonocardia carboxydivorans",urease,+
158253,NEAU-G57,"DSM 105123, CGMCC 4.7397, JCM 32387",1,"Pseudonocardia lutea",urease,-
140580,GY0556,"MCCC 1A10574, KCTC 39641",1,"Pseudonocardia profundimaris",urease,-
158711,NW8-21,"BCC 58125, NBRC 109519",1,"Pseudonocardia soli",urease,-
140671,CMU-NKS-70,"JCM 31292, TBRC 2000",1,"Pseudonocardia thailandensis",urease,+
13412,,"DSM 45635, JCM 17906, KCTC 29005, YIM 63638",1,"Pseudonocardia xishanensis",urease,+
13687,,"DSM 15984, ATCC BAA 863, KCTC 12145, HTCC 2597",1,"Pseudooceanicola batsensis",urease,+
130612,AZO-C,"DSM 29588, BCRC 17591, KCTC 22753, LMG 23705",1,"Pseudooceanicola marinus",urease,+
158526,4-T-34,"CCTCC AB 2014005, LMG 28256",1,"Cypionkella collinsensis",urease,-
133823,NAFc-7,"BCRC 80210, LMG 26333, KCTC 23314",1,"Pseudorhodoferax aquiterrae",urease,+
140810,MME-001,"KCCM 43133, JCM 30751",1,"Pseudoruegeria aestuarii",urease,-
130631,WM67,"DSM 29328, JCM 18872, KACC 17214",1,"Pseudoruegeria haliotis",urease,+
13736,F423,"DSM 16392, IAM 15084, KCTC 12308, NBRC 100514",1,"Pseudovibrio ascidiaceicola",urease,+
141084,UST20140214-052,"KCTC 42384, MCCC 1K00452",1,"Pseudovibrio stylochi",urease,-
133278,,"roo10, BCC 70700, NBRC 110414",1,"Pseudoxanthomonas helianthi",urease,-
134100,T7-09,"KCTC 12208, IAM 15116, CCUG 55488, CIP 108711",1,"Pseudoxanthomonas koreensis",urease,+
140611,WD12,"KACC 15045, LMG 25968",1,"Pseudoxanthomonas putridarboris",urease,-
17514,BD-c54,"DSM 19373, KCTC 22080",1,"Pseudoxanthomonas sacheonensis",urease,+
158270,NEAU-3TGS17,"DSM 100484, CGMCC 1.15308",1,"Psychrobacillus lasiicapitis",urease,+
8198,,"DSM 15339, MTCC 4386, CMS 56",1,"Psychrobacter aquaticus",urease,+
133480,KC40,"KMM 3954, NRIC 0746, JCM 15525",1,"Psychrobacter fulvigenes",urease,+
139044,,"CIP 111025, KCTC 42280, CCTCC AB 2014019",1,"Psychrobacter glaciei",urease,-
8208,"IMMIB L-1110","DSM 21542, CCUG 56590",1,"Psychrobacter lutiphocae",urease,+
8187,"Pi 2-20","DSM 15387, CIP 108811, KMM 3646",1,"Psychrobacter maritimus",urease,+
141029,A1019,"CIP 110853, CECT 9184",1,"Psychrobacter pasteurii",urease,+
133525,T-3-2,"JCM 15603, NCIMB 14510",1,"Psychrobacter piscatorii",urease,+
133281,,"S6-60, JCM 31058, LMG 29157",1,"Psychrobacter pocilloporae",urease,+
130458,13983,"DSM 23635, CCUG 59771",1,"Psychrobacter sanguinis",urease,+
159836,,"JCM 31143, KACC 19070, MCC 2780, MTCC 12460, IHBB 11108",1,"Psychromicrobium lacuslunae",urease,-
133081,AK20-18,"DSM 102047, LMG 29369",1,"Psychromicrobium silvestre",urease,-
159736,T8,"CGMCC 1.15924, KCTC 333888",1,"Pueribacillus theae",urease,-
364,,"DSM 25164, JCM 14767, KCTC 22046, DCY 25",1,"Pusillimonas ginsengisoli",urease,-
140646,MI-28,"KCTC 29239, LMG 27848, BCRC 80688",1,"Puzihella rosea",urease,-
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,"Pyruvatibacter mobilis",urease,-
141111,CGI-09,"DSM 29781, JCM 31785",1,"Quisquiliibacterium transsilvanicum",urease,+
2085,K-288,"DSM 6297, ATCC 27511, CIP 73.23, JCM 5969, NCTC 11149, CCUG 3318, LMG 5942",1,"Ralstonia pickettii",urease,+
,,,,,urease,+/-
141112,CJ661,"KACC 19305, JCM 32081",1,"Ramlibacter alkalitolerans",urease,-
141048,THG-YS3.2.7,"KCTC 52083, CCTCC AB 2015357",1,"Ramlibacter rhizophilus",urease,+
158528,,"KACC 17315, CECT 8288, HME 8277",1,"Reinekea marina",urease,-
133909,KIS14-15,"KACC 13034, NBRC 108950",1,"Reyranella soli",urease,+
2460,SW-353,"DSM 22684, JCM 14331, KCTC 12840",1,"Rheinheimera aquimaris",urease,+
140851,DS48-6-5,"KCTC 42645, NBRC 111169",1,"Rhizobacter profundi",urease,-
141093,FH13,"CCBAU 101094, HAMBI 3626, LMG 28672",1,"Rhizobium acidisoli",urease,+
133176,,"BR 10423, HAMBI 3664",1,"Rhizobium altiplani",urease,+
132978,"Po 20/26","DSM 100211, LMG 28788",1,"Rhizobium azooxidifex",urease,-
13631,"ALA 10B2","DSM 18291",1,"Rhizobium cellulosilyticum",urease,+
13630,L61,"DSM 17795",1,"Rhizobium daejeonense",urease,+
141049,,"UMR 1320, Z87-8, LMG 30030, U 10001, CNPSo 668",1,"Rhizobium esperanzae",urease,+
13633,,"DSM 19331, CCBAU 33202, JCM 14381, LMG 23997",1,"Rhizobium fabae",urease,+
133217,,"LPU83, CECT 9014, LMG 29160",1,"Rhizobium favelukesii",urease,+
133182,,"ZFJT-2, CCTCC AB 2013015, KCTC 32301, LMG 27603",1,"Rhizobium gei",urease,+
13648,YC6881,"DSM 21600, KACC 13775",1,"Rhizobium halophytocola",urease,+
140867,shin9-1,"LMG 27163, KCTC 32148",1,"Rhizobium ipomoeae",urease,+
133473,,"5LMG24135, JCM 14777, CCBAU 25010",1,"Rhizobium mesosinicum",urease,+
13635,,"DSM 21814, CCBAU 83401, HAMBI 2975, LMG 23946",1,"Rhizobium multihospitium",urease,+
133413,N19,"ACCC 19962, KCTC 52413",1,"Allorhizobium oryziradicis",urease,+
130599,L6-8,"DSM 100301, BCC 55142, NBRC 109338",1,"Rhizobium paknamense",urease,+
140905,PC004,"BCC 73740, NBRC 110722",1,"Rhizobium puerariae",urease,+
132917,PL-41,"DSM 105042, CCTCC AB 2011011, NRRL B-59556",1,"Rhizobium tarimense",urease,+
13639,,"DSM 25379, CCBAU 85046, LMG 25225, HAMBI 3066",1,"Rhizobium tubonense",urease,+
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,"Neorhizobium vignae",urease,+
159888,W44,"CCTCC AB 2017179, GDMCC 1.1257, KCTC 62194",1,"Rhizobium wuzhouense",urease,+
140545,CRZM18R,"LMG 29735, CECT 9169",1,"Rhizobium zeae",urease,+
140469,RS22,"KEMB 9005-480, KACC 19048, NBRC 112473",1,"Rhodanobacter humi",urease,-
159720,G-5-5,"KEMB 9005-533, KACC 19113, NBRC 112685",1,"Rhodanobacter hydrolyticus",urease,-
11030,A1-22,"DSM 44587, JCM 11411, GTC 1041",1,"Rhodococcus baikonurensis",urease,+
141077,,"KACC 18500, NBRC 111581, UC 33",1,"Rhodococcus humicola",urease,-
11045,DS472,"DSM 45159, CCTCC AB 206088, CIP 109729, IAM 15415, JCM 23211",1,"Rhodococcus kyotonensis",urease,+
141076,,"KACC 18499, NBRC 111580, UC 12",1,"Rhodococcus pedocola",urease,-
11046,djl-6,"DSM 45222, CGMCC 1.6580, KCTC 19205",1,"Rhodococcus qingshengii",urease,+
11047,djl-6-2,"DSM 45257, CCTCC AB 208292, JCM 16906",0,"Rhodococcus qingshengii",urease,+
133063,H004,"DSM 102881, NCAIM B.02632",1,"Rhodococcus sovatensis",urease,-
11039,,"DSM 44892, CCUG 50202, IMMIB RIV-085, JCM 13396",1,"Rhodococcus triatomae",urease,+
133122,JZ3C29,"MCCC 1H00131, KCTC 52046, JCM 31413",1,"Rhodohalobacter halophilus",urease,-
13748,JA125,"DSM 18064, CIP 109541, JCM 13589",1,"Rhodovulum imhoffii",urease,+
5636,,"DSM 15991, HTCC 2501, KCTC 12146",1,"Robiginitalea biformata",urease,-
140302,"996025094, Ac69","DSM 103978, CCUG 69667",1,"Rodentibacter heidelbergensis",urease,+
140609,,"MCCM 237, P309, RGWyllie C57, HIM1014-1, CCUG 998, ATCC 12555",1,"Rodentibacter heylii",urease,+
140305,Ppn418,"DSM 103979, CCUG 69669",1,"Rodentibacter mrazii",urease,+
140610,Ac151,"CCUG 69666, DSM 103994",1,"Rodentibacter myodis",urease,+
11739,"P 421","DSM 21403, ATCC 35149, CCUG 12398, CIP 66.16, JCM 14074, LMG 4224, NCTC 8141, MCCM 00234",1,"Rodentibacter pneumotropicus",urease,+
140304,2325/79,"DSM 103980, CCUG 17206, HPA 41",1,"Rodentibacter rarus",urease,+
140301,F75,"DSM 103977, CCUG 69665",1,"Rodentibacter ratti",urease,+
140303,H1987082031,"DSM 104075, CCUG 69668",1,"Rodentibacter trehalosifermentans",urease,+
158358,FRIFI,"DSM 28814, KCTC 15553",1,"Romboutsia hominis",urease,-
13829,,"DSM 19469, CIP 107377, JCM 11220, OCh 323",1,"Roseibacterium elongatum",urease,+
158703,AW1220,"LMG 29977, DSM 104292",1,"Roseisolibacter agri",urease,-
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,"Allosediminivita pacifica",urease,+
13761,"YIM D21","DSM 21977, ACCC 10710, KCTC 23444",1,"Roseivivax sediminis",urease,+
76,5420S-30,"DSM 19363, KACC 12521",1,"Roseomonas aerilata",urease,-
133919,7515T-07,"KACC 16529, NBRC 108923",1,"Roseomonas aerophila",urease,+
72,TR53,"DSM 19438, CECT 7131, JCM 13556",1,"Roseomonas aquatica",urease,+
140906,M6-79,"CCTCC AB 2013101, LMG 28251",1,"Roseomonas arctica",urease,+
133171,,"MC 3624, CCTCC AB 2014278, LMG 28637",1,"Roseomonas arcticisoli",urease,-
141000,THG-N2.22,"KACC 18935, CCTCC AB 2016176",1,"Roseomonas hibiscisoli",urease,+
77,N75,"DSM 25268, CIP 110074, LMG 25481",1,"Roseomonas pecuniae",urease,-
159866,17Sr1-1,"KCTC 52899, NBRC 112872",1,"Roseomonas radiodurans",urease,+
134265,DS-48,"KCTC 12874, JCM 14592",1,"Roseomonas terrae",urease,+
158546,EM302,"KACC 13942, KCTC 42906, NBRC 111477",1,"Roseomonas terricola",urease,+
73,,"DSM 19362, CCM 7468, KCTC 22045, CPCC 100056",1,"Roseomonas vinacea",urease,-
141127,R12B,"MCCC 1A09786, KCTC 42506",1,"Roseovarius atlanticus",urease,-
133347,,"SAG 6, KACC 18598, JCM 31541",1,"Roseovarius confluentis",urease,-
130623,HJ50,"DSM 29507, KCTC 22224, LMG 24468",1,"Roseovarius halotolerans",urease,+
158737,D15,"CECT 9424, LMG 30322",1,"Roseovarius ramblicola",urease,-
132581,140917-MRSA-09,"DSM 102816, CCM 8669, LMG 29446",1,"Rothia aerolata",urease,-
7664,P31,"DSM 23367, JCM 15915, KCTC 19595",1,"Rothia koreensis",urease,+
13774,C-lvkR2A-2,"DSM 16684, CCUG 51817, HAMBI 2421, CIP 109278",1,"Rubellimicrobium thermophilum",urease,+
158400,ResAG-85,"DSM 105129, JCM 32272",1,"Rubneribacter badeniensis",urease,-
159705,SAORIC-165,"NBRC 110691, KCTC 52460",1,"Rubritalea profundi",urease,-
140498,SAORIC-476,"NBRC 110607, KACC 18401",1,"Rubrivirga profundi",urease,-
158426,,"DSM 105148, CGMCC 1.16398, SCSIO 08198",1,"Rubrobacter indicoceani",urease,-
17624,KIS3-4,"DSM 22992, JCM 15422, KACC 12734",1,"Rudaea cellulosilytica",urease,+
22986,HOR6-4,"DSM 19560, KACC 12637",1,"Rudaeicoccus suwonensis",urease,+
135100,,"CIP 108403, CECT 5091, 5OM10, LMG 29896",1,"Ruegeria denitrificans",urease,-
158547,ZGT118,"JCM 19519, ACCC 19862",1,"Ruegeria marisrubri",urease,-
158548,ZGT108,"JCM 19518, ACCC 19861",1,"Ruegeria profundi",urease,-
158531,MDT1-10-3,"CGMCC 1.9789, NBRC 109705",1,"Rufibacter glacialis",urease,-
133023,CAI-18b,"DSM 29854, NCAIM B.02614",1,"Rufibacter quisquiliarum",urease,-
133192,,"CCM 8646, LMG 29438",1,"Rufibacter ruber",urease,-
133402,CC-MHH0563,"BCRC 80918, JCM 31066",1,"Ruficoccus amylovorans",urease,-
133073,Ca6,"DSM 103039, ATCC TSD-59",1,"Rugosibacter aromaticivorans",urease,-
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,"Ruminiclostridium cellulolyticum",urease,-
133369,,"HMF3829, KCTC 42850, CECT 8978",1,"Runella palustris",urease,-
158542,J107-1,"KEMB 9005-549, KACC 19167, JCM 31921",1,"Rurimicrobium arvi",urease,-
132588,585-1,"DSM 100348, VKM B-2901",1,"Ruthenibacterium lactatiformans",urease,-
158549,HMF6543,"KCTC 52401, NBRC 112674",1,"Sabulilitoribacter arenilitoris",urease,+
133353,,"CAG32, NCIMB 15010, DSM 100909",1,"Saccharedens versatilis",urease,-
133208,,"H6, CCTCC AB 2016001, JCM 31172",1,"Saccharibacillus qingshengii",urease,+
158719,06168H-1,"BCRC 16893, KCTC 19743",1,"Saccharomonospora piscinae",urease,-
13467,"05-74, I05-00074","DSM 45119, CCM 7463, KCTC 19303",1,"Saccharopolyspora antimicrobica",urease,+
158633,"SYSU D8010","KCTC 39989, CPCC 204620",1,"Saccharopolyspora deserti",urease,+
13470,W12,"DSM 45556, CGMCC 4.3529, JCM 14613",0,"Saccharopolyspora kobensis",urease,+
159824,3SS5-12,"NBRC 112863, TBRC 7048",1,"Saccharopolyspora maritima",urease,+
13474,SR8.15,"DSM 45584, BCC 35844, NRRL B-24798, TISTR 1921",1,"Saccharopolyspora phatthalungensis",urease,+
13471,,"DSM 45226, CCUG 56401, IMMIB L-1070, JCM 19121",1,"Saccharopolyspora rosea",urease,+
13469,"strain 88","DSM 45244, CGMCC 4.3530, JCM 14614",1,"Saccharopolyspora shandongensis",urease,+
13472,,"DSM 45269, CCTCC AA 208062, YIM 65359",1,"Saccharopolyspora tripterygii",urease,+
13491,D409-5,"DSM 43911, ATCC 31203, IFO 14104, JCM 3273, KCC A-0273, NBRC 14104, NRRL B-16296",1,"Saccharothrix variisporea",urease,+
5640,"Fg 69","DSM 17794, CIP 107843, KMM 6000",1,"Salegentibacter flavus",urease,+
159784,K5023,"KCTC 52477, MCCC 1H00173",1,"Salegentibacter sediminis",urease,-
159796,SMB4,"MTCC 12633, KCTC 33876, JCM 32187",1,"Salibacterium nitratireducens",urease,+
1276,CM1,"DSM 21621, CGMCC 1.6134, JCM 14087",1,"Salibacterium qingdaonense",urease,+
134190,7Sm5,"CECT 7107, CIP 108835",1,"Salicola marasensis",urease,+
132562,J11Y309,"DSM 46875, CGMCC 4.7242, LMG 29297",1,"Salilacibacter albus",urease,-
11266,CXB832,"DSM 45442, LMG 25567",1,"Salinactinospora qingdaonensis",urease,+
1830,SL014B-41A4,"DSM 22962, CGMCC 1.9161",1,"Salinarimonas ramus",urease,-
1829,"YIM YD3","DSM 21201, CCTCC AA 208038, KCTC 22346",1,"Salinarimonas rosea",urease,+
14435,W24,"DSM 19336, CGMCC 1.6501",1,"Salinicoccus halodurans",urease,+
140792,X7,"KCTC 42585, MCCC 1H00115",1,"Salinimicrobium flavum",urease,-
471,BH030046,"DSM 16280, KCTC 12239",1,"Salinimonas chungwhensis",urease,+
159822,N102,"MCCC 1K03497, KCTC 62440.",1,"Salinimonas sediminis",urease,+
132265,,"DSM 103380, CCTCC AA 2013002, KACC 17683, NRRL B-24926, TRM 49201",0,"Salininema proteolyticum",urease,+
140600,YCWB25,"MCCC 1K00272, LMG 25394",1,"Salinovum rubellum",urease,-
1120,"AC 13","DSM 8721, ATCC 700163, PN 105",1,"Salipaludibacillus agaradhaerens",urease,-
140829,S9,"KCTC 33633, LMG 28644",1,"Salipaludibacillus aurantiacus",urease,+
1293,,"DSM 19794, CCTCC AB 207161, KCTC 13187, JSM 071004",1,"Salipaludibacillus neizhouensis",urease,-
5117,LT2,"DSM 17058, ATCC 43971, CIP 60.62, NCIMB 11450, NCTC 12416, CCUG 42060",1,"Salmonella enterica",urease,-
23763,halo-1,"DSM 28389, CGMCC 1.7653, NBRC 104934",1,"Salsuginibacillus halophilus",urease,+
158551,LSN-49,"BCRC 81005, LMG 29726, KCTC 52439",1,"Salsuginimonas clara",urease,+
158825,RKSG058,"TSD-72, LMG 29871",1,"Sansalvadorimonas verongulae",urease,+
140375,,"DSM 29762, CIP 110873, MOLA 117",1,"Saonia flava",urease,+
180,,"DSM 15536, CCUG 41706, CIP 106351, IFR M2289/98/2",1,"Schaalia canis",urease,-
